"PIN","PARTYPE","ZVALUE","UPDATE","MAJOR","MINOR","PRES_USE","PRES_USE_D","PROP_TYPE","LOT_SQFT","PLAT_LOT","PLAT_BLOCK","PLAT_NAME","TAXPAYER","HOUSE","ADDRS_FULL","PU_CAT_DES","ADDRS_ST","PROP_NAME","PARCL_AREA","DEV_AREA","BLDG_SF","LU","LU_DETAIL","ZONING","ZONE_CAT","PUB_OR_PRI","HOUS_UNITS","YR_BUILT","SF_PR_UNIT","STS_RES_DV","BLT_FAR","MAX_RS_FAR","MAX_FAR","MAX_FAR_SF","POT_UNITS","IMP_VAL_15","LND_VAL_15","TOT_VAL_15","FAR_FACTOR","UNDER_DEV","REC_LEVEL","SCORE_1","SCORE_1DA","SCORE_1PA","SCORE_1DB","SCORE_1PB","RLTIONSHIP","SCORE_2","SCORE_2DA","SCORE_2PA","SCORE_2DB","SCORE_2PB","WILL_SELL","SCORE_3","SCORE_3DA","SCORE_3PA","SCORE_3DB","SCORE_3PB","POT_UNIT52","SCORE_D1","SCORE_D1DA","SCORE_D1DB","CST_UNIT_D","SCORE_D2","SCORE_D2DA","SCORE_D2DB","NO_BLDG","SCORE_D3","SCORE_D3DA","SCORE_D3DB","HIST_BLDG","SCORE_P1","SCORE_P1PA","SCORE_P1PB","VCNT_BLDG","SCORE_P2","SCORE_P2PA","SCORE_P2PB","CST_UNIT_P","SCORE_P3","SCORE_P3PA","SCORE_P3PB","COND_CMBND","SCORE_P4","SCORE_P4PA","SCORE_P4PB","INDEX_D_A","INDEX_D_B","INDEX_P_A","INDEX_P_B","INDEX_PM","ERROR_DO","ERROR_PM","FILTER_DO","FILTER_PO","NEW_S_1DB","NEW_S_2DB","NEW_S_3DB","NEW_S_D1DB","NEW_S_D2DB","NEW_S_D3DB","NEW_S_1PB","NEW_S_2PB","NEW_S_3PB","NEW_S_P1PB","NEW_S_P2PB","NEW_S_P3PB","NEW_S_P4PB","NEW_IDX_DB","NEW_IDX_PB"
"3320500070","PL",NA,NA,"332050","0070",309,"Vacant(Commercial)","C",3000,"14","28","HILL TRACT ADD SUPL BLKS 28 29 36","SOLAZZI RICHARD",NA,NA,"Vacant","517   RAINIER AVE S","VACANT",2962,2962,0,"Vacant","Vacant(Commercial)","DMR/C 65/65-150","DMR","PRIVATE",0,0,180,"VACANT",0,7,7,20734,21,0,285000,285000,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,15,0,0,0,16495,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,33.34,36.85,NA,NA,NA,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,0,0,0,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,36.85,NA
"3320500075","PL",NA,NA,"332050","0075",309,"Vacant(Commercial)","C",3000,"15","28","HILL TRACT ADD SUPL BLKS 28 29 36","HO INVESTMENTS",NA,NA,"Vacant",NA,NA,2945,2945,0,"Vacant","Vacant(Commercial)","DMR/C 65/65-150","DMR","PRIVATE",0,0,180,"VACANT",0,7,7,20615,21,0,285000,285000,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,15,0,0,0,16590,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,33.34,36.85,NA,NA,NA,NA,NA,"","LU_DETAIL =  Vacant(Commercial); BLDG_SF =  0",0,0,0,0,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,36.85,NA
"3320500080","PL",NA,NA,"332050","0080",309,"Vacant(Commercial)","C",3000,"16","28","HILL TRACT ADD SUPL BLKS 28 29 36","SOLAZZI RICHARD",NA,NA,"Vacant","525   RAINIER AVE S","Humble Pie Pizza",2915,2915,0,"Commercial/Mixed-Use","Restaurant(Fast Food)","DMR/C 65/65-150","DMR","PRIVATE",0,0,180,"REDEV",0,7,7,20405,20,0,285000,285000,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,15,0,0,0,16761,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,16.67,15.79,NA,NA,NA,NA,NA,"","LU_DETAIL =  Restaurant(Fast Food); BLDG_SF =  0",0,0,0,0,15.79,0,NA,NA,NA,NA,NA,NA,NA,15.79,NA
"8849050000","PL",NA,NA,"884905","0000",25,"Condominium(Mixed Use)","K",78591,NA,NA,"UWAJIMAYA VILLAGE",NA,"512","512       S  WELLER                    ST      98104","Mixed Use","512  S WELLER ST","UWAJIMAYA VILLAGE",78637,78637,223150,"Commercial/Mixed-Use","Condominium(Mixed Use)","IDM 75/85-150","IDM","PRIVATE",176,2000,150,"DEVELOPED",2.8,7,7,550459,550,29660300,10609700,40270000,"7",NA,"N",0.75,12.5,10.71,11.85,10.23,"yes",1,16.67,14.29,15.79,13.63,NA,0,0,0,0,0,393,0.75,12.5,7.9,87789,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,194541,0.5,7.14,6.82,1,1,14.29,13.63,41.67,35.54,46.43,44.31,NA,NA,NA,"","",11.85,15.79,0,7.9,0,0,10.23,13.63,0,0,0,6.82,13.63,35.54,44.31
"5247801830","PL",NA,NA,"524780","1830",183,"Restaurant/Lounge","C",12000,"1-2","39","MAYNARDS D S PLAT","OCEAN CITY RESTAURANT &","609","609       S  WELLER                    ST      98104","Retail/Service","609  S WELLER ST","OCEAN CITY RESTAURANT",7199,7199,14400,"Commercial/Mixed-Use","Restaurant/Lounge","IDM 75/85-150","IDM","PRIVATE",0,1985,150,"DEVELOPED",2,7,7,50393,50,2668100,972000,3640100,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,36,1,16.67,10.53,86681,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,404456,0,NA,NA,1,1,NA,NA,16.67,10.53,NA,NA,NA,NA,NA,"","LU_DETAIL =  Restaurant/Lounge",0,0,0,10.53,0,0,NA,NA,NA,NA,NA,NA,NA,10.53,NA
"5247801865","PL",NA,NA,"524780","1865",16,"Apartment(Mixed Use)","C",14400,"7-8","39","MAYNARDS D S PLAT","WILLIAMS SHARON","607","607          MAYNARD                   AVE  S  98104","Mixed Use","607   MAYNARD AVE S","INTERNATIONAL HOUSE",14396,14396,75477,"Commercial/Mixed-Use","Apartment(Mixed Use)","IDM 75/85-150","IDM","PRIVATE",99,1988,150,"DEVELOPED",5.2,7,7,100772,101,4898000,1940000,6838000,"7",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,72,0.75,12.5,7.9,81427,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,89974,1,14.29,13.63,1,1,14.29,13.63,12.5,7.9,28.58,27.26,NA,NA,NA,"","",0,0,0,7.9,0,0,0,0,0,0,0,13.63,13.63,7.9,27.26
"6054550000","PL",NA,NA,"605455","0000",25,"Condominium(Mixed Use)","K",14400,"UNIT 0",NA,"NEW CENTRAL HOTEL",NA,"657","657       S  WELLER                    ST      98104","Mixed Use","657  S WELLER ST","NEW CENTRAL HOTEL CONDOMINIUM",14396,14396,49299,"Commercial/Mixed-Use","Condominium(Mixed Use)","IDM-75-85","IDM","PRIVATE",27,1960,180,"TDR",3.4,6,6,86376,86,5764000,1728000,7492000,"6",NA,"N",0.75,NA,10.71,NA,10.23,"yes",1,NA,14.29,NA,13.63,NA,0,NA,0,NA,0,60,0.75,NA,NA,104084,0,NA,NA,NA,0,NA,NA,"HISTORIC - SCIDpda",1,14.29,18.18,NA,0,0,0,197158,0.5,7.14,6.82,0.6,0.75,10.71,10.23,NA,NA,57.14,59.09,NA,NA,NA,"STS_RES_DV =  TDR; HIST_BLDG =  HISTORIC - SCIDpda","",NA,NA,NA,NA,NA,NA,10.23,13.63,0,18.18,0,6.82,10.23,NA,59.09
"5247802430","PL",NA,NA,"524780","2430",183,"Restaurant/Lounge","C",14400,"7-8","50","MAYNARDS D S PLAT","LEW GAN S+YIM C","605","605          7TH                       AVE  S  98104","Retail/Service","605   7TH AVE S","SUN YA RESTAURANT",14397,14397,14120,"Commercial/Mixed-Use","Restaurant/Lounge","IDM 75/85-150","IDM","PRIVATE",0,1980,150,"REDEV",1,7,7,100779,101,151400,1944000,2095400,"7","Y","N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,72,0.75,12.5,7.9,24950,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,110284,0.75,NA,NA,1,1,NA,NA,33.33,27.65,NA,NA,60,NA,NA,"","LU_DETAIL =  Restaurant/Lounge",11.85,0,0,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,27.65,NA
"5247802570","PL",NA,NA,"524780","2570",16,"Apartment(Mixed Use)","C",4800,"1","53","MAYNARDS D S PLAT","ARDA LLC","705","705       S  WELLER                    ST","Mixed Use","705  S WELLER ST","705 S. WELLER APTS + RETAIL",4799,4799,35028,"Commercial/Mixed-Use","Apartment(Mixed Use)","IDM 75/85-150","IDM","PRIVATE",40,2006,150,"DEVELOPED",7.3,7,7,33593,34,11549600,648000,12197600,"7",NA,NA,0,0,0,0,0,"yes",1,16.67,14.29,15.79,13.63,NA,0,0,0,0,0,24,1,16.67,10.53,435719,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,320989,0,0,0,1,1,14.29,13.63,33.34,26.32,28.58,27.26,NA,NA,NA,"","",0,15.79,0,10.53,0,0,0,13.63,0,0,0,0,13.63,26.32,27.26
"5247802580","PL",NA,NA,"524780","2580",341,"Rooming House","C",3600,"1-2","53","MAYNARDS D S PLAT","JUE KAREN FAYE","711","711       S  WELLER                    ST      98104","Other Housing","711  S WELLER ST","ROOMING HOUSE-19 ROOMS",3599,3599,4088,"Multi-Family","Rooming House","IDM 75/85-150","IDM","PRIVATE",0,1970,150,"LUC",1.1,7,7,25193,25,174200,486000,660200,"7",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,18,0,NA,NA,31447,0.5,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,132040,0.75,NA,NA,0.95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STS_RES_DV =  LUC","STS_RES_DV =  LUC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5247802655","PL",NA,NA,"524780","2655",180,"Parking(Commercial Lot)","C",8312,"6-7-8","53","MAYNARDS D S PLAT","ENG WILLIAM & KLING TUNG",NA,NA,"Parking",NA,"SURFACE PAVEMENT PARKING LOT & SFR",8310,8310,0,"Commercial/Mixed-Use","Parking(Commercial Lot)","IDM 75/85-150","IDM","PRIVATE",0,0,150,"REDEV",0,7,7,58170,58,0,1122100,1122100,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,42,1,16.67,10.53,23148,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,18.43,NA,NA,NA,NA,NA,"","LU_DETAIL =  Parking(Commercial Lot); BLDG_SF =  0",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"5247802665","PL",NA,NA,"524780","2665",195,"Warehouse","C",4636,"7-8","53","MAYNARDS D S PLAT","AIY CHAN LLC","605","605          8TH                       AVE  S  98104","Terminal/Warehouse","605   8TH AVE S","Whse",4599,4599,1403,"Industrial","Warehouse","IDM 75/85-150","IDM","PRIVATE",0,1958,150,"REDEV",0.3,7,7,32193,32,1000,625800,626800,"7","Y","N",0.75,12.5,NA,11.85,NA,"yes",1,16.67,NA,15.79,NA,"yes",1,16.67,NA,21.06,NA,23,1,16.67,10.53,23364,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,87.51,88.19,NA,NA,60,NA,NA,"","LU_DETAIL =  Warehouse",11.85,15.79,21.06,10.53,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,88.19,NA
"8592900065","PL",NA,NA,"859290","0065",106,"Office Building","C",20160,"3-4 & 5","2","TERRYS 5TH ADD","ENG & ENG INC","815","815       S  WELLER                    ST      98104","Office","815  S WELLER ST","ENG SUEY SUN PLAZA",20151,20151,23472,"Commercial/Mixed-Use","Office Building","IDM 75/85-150","IDM","PRIVATE",0,1989,150,"REDEV",1.2,7,7,141057,141,961800,2721600,3683400,"7",NA,"N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,101,0.75,12.5,7.9,31335,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,118819,0.75,NA,NA,1,1,NA,NA,33.33,27.65,NA,NA,NA,NA,NA,"","LU_DETAIL =  Office Building",11.85,0,0,7.9,7.9,0,NA,NA,NA,NA,NA,NA,NA,27.65,NA
"8170100405","PL",NA,NA,"817010","0405",106,"Office Building","C",6000,"1","5","SYNDICATE ADD","FA-SHENG TMPL OF AMER-SEATT","1001","1001      S  WELLER                    ST      98104","Office","1001  S WELLER ST","JAMES BRINKLEY CO",6287,6287,1296,"Commercial/Mixed-Use","Office Building","DMC 85/65-150","DMC","PRIVATE",0,1990,150,"REDEV",0.2,7,7,44009,44,1000,570000,571000,"7","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,31,1,16.67,10.53,15570,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,1,1,NA,NA,33.34,26.32,NA,NA,60,NA,NA,"","LU_DETAIL =  Office Building",0,0,0,10.53,15.79,0,NA,NA,NA,NA,NA,NA,NA,26.32,NA
"8170100410","PL",NA,NA,"817010","0410",16,"Apartment(Mixed Use)","C",6000,"2","5","SYNDICATE ADD","FA-SHENG TEMPLE OF THE AMER","1007","1007      S  WELLER                    ST      98104","Mixed Use",NA,"MIXED USE",5942,5942,0,"Commercial/Mixed-Use","Apartment(Mixed Use)","DMC 85/65-150","DMC","PRIVATE",0,0,150,"REDEV",0,7,7,41594,42,0,570000,570000,"7","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,30,1,16.67,10.53,16445,1,16.67,15.79,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,50.01,47.38,NA,NA,60,NA,NA,"","BLDG_SF =  0",0,0,0,10.53,15.79,21.06,NA,NA,NA,NA,NA,NA,NA,47.38,NA
"8170100420","PL",NA,NA,"817010","0420",11,"Apartment","C",42541,"POR","5","SYNDICATE ADD","SEATTLE HOUSING AUTHORITY","1011","1011      S  WELLER                    ST      98104","Multi-Family","1011  S WELLER ST","LESCHI HOUSE",42611,42611,33337,"Multi-Family","Apartment","DMC 85/65-150","DMC","PUBLIC",35,1992,150,"PUBLIC",0.8,7,7,298277,298,1178700,4041300,5220000,"7",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,213,0.75,NA,NA,21001,0.5,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,0,0,0,118636,0.75,10.71,10.23,1,1,14.29,13.63,NA,NA,25,23.86,NA,NA,NA,"STS_RES_DV =  PUBLIC","",NA,NA,NA,NA,NA,NA,0,0,0,0,0,10.23,13.63,NA,23.86
"8170100415","PL",NA,NA,"817010","0415",122,"Medical/Dental Office","C",66643,"POR","5","SYNDICATE ADD","SEATTLE INDIAN SERVICES","611","611          12TH                      AVE  S  98104","Office","611   12TH AVE S","SEATTLE INDIAN CENTER/CLINIC",67020,67020,30160,"Commercial/Mixed-Use","Medical/Dental Office","DMC 85/65-150","DMC","PRIVATE",0,1990,150,"REDEV",0.5,7,7,469140,469,285600,6331000,6616600,"7",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,335,0.75,12.5,7.9,16924,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1,1,NA,NA,45.84,39.48,NA,NA,NA,NA,NA,"","LU_DETAIL =  Medical/Dental Office",0,15.79,0,7.9,15.79,0,NA,NA,NA,NA,NA,NA,NA,39.48,NA
"8170100430","PL",NA,NA,"817010","0430",106,"Office Building","C",48000,"1-4 &","6","SYNDICATE ADD","SEATTLE INDIAN SERVICES COM","606","606          12TH                      AVE  S  98144","Office","606   12TH AVE S","SEATTLE INDIAN SVCS COMM",48105,48105,20727,"Commercial/Mixed-Use","Office Building","DMC 85/65-150","DMC","PRIVATE",0,2000,150,"REDEV",0.4,7,7,336735,337,1000,4560000,4561000,"7",NA,"N",0.75,12.5,NA,11.85,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,241,0.75,12.5,7.9,16254,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.95,1,NA,NA,41.67,35.54,NA,NA,NA,NA,NA,"","LU_DETAIL =  Office Building",11.85,0,0,7.9,15.79,0,NA,NA,NA,NA,NA,NA,NA,35.54,NA
"8170100455","PL",NA,NA,"817010","0455",106,"Office Building","C",26850,"5-6-7-8 & 14","6","SYNDICATE ADD","MAR PROPERTIES LLC",NA,NA,"Office","1225  S WELLER ST","The Weller Building",26796,26796,48237,"Commercial/Mixed-Use","Office Building","DMC 85/65-150","DMC","PRIVATE",0,2001,150,"DEVELOPED",1.8,7,7,187572,188,6354100,2550700,8904800,"7",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,134,0.75,12.5,7.9,56969,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,254423,0,NA,NA,1,1,NA,NA,29.17,23.69,NA,NA,NA,NA,NA,"","LU_DETAIL =  Office Building",0,15.79,0,7.9,0,0,NA,NA,NA,NA,NA,NA,NA,23.69,NA
"8170100495","PL",NA,NA,"817010","0495",6,"Single Family(C/I Zone)","C",7800,"8 & 9","6","SYNDICATE ADD","MAR PROPERTIES LLC",NA,NA,"Single Family","1227  S WELLER ST","LAND W/SFR",7812,7812,4500,"Single Family","Single Family(C/I Zone)","DMC 85/65-150","DMC","PRIVATE",0,1985,150,"REDEV",0.6,7,7,54684,55,1000,741000,742000,"7",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,39,1,16.67,10.53,16283,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,123667,0.75,NA,NA,NA,0,NA,NA,50.01,42.11,NA,NA,NA,NA,NA,"","LU_DETAIL =  Single Family(C/I Zone)",0,15.79,0,10.53,15.79,0,NA,NA,NA,NA,NA,NA,NA,42.11,NA
"7134300005","PL",NA,NA,"713430","0005",101,"Retail Store","C",142857,"1 THRU 12","36 &","RAINIER BOULEVARD 5TH ADD","SEATTLE GOODWILL INDUSTRIES","1400","1400      S  LANE                      ST      98144","Retail/Service","1400  S LANE ST","GOODWILL - EXEMPT",142857,142857,119045,"Commercial/Mixed-Use","Retail Store","DMC 85/65-150","DMC","PRIVATE",0,1980,150,"REDEV",0.8,7,7,999999,1000,1000,13571400,13572400,"7","Y","N",0.75,12.5,NA,11.85,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,714,0.75,12.5,7.9,16287,1,16.67,15.79,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,86448,1,NA,NA,1,1,NA,NA,58.34,51.33,NA,NA,60,NA,NA,"","LU_DETAIL =  Retail Store",11.85,15.79,0,7.9,15.79,0,NA,NA,NA,NA,NA,NA,NA,51.33,NA
"7134300080","PL",NA,NA,"713430","0080",165,"Church/Welfare/Relig Srvc","C",56325,"13 THRU 19","36 &","RAINIER BOULEVARD 5TH ADD","SEATTLE GOODWILL INDUSTRIES","1400","1400      S  LANE                      ST      98144","Church",NA,"Goodwill JobTraining and Education Center",58383,58383,51193,"Commercial/Mixed-Use","Office Building","DMC 85/65-150","DMC","PRIVATE",0,2012,150,"DEVELOPED",0.9,7,7,408681,409,4331500,5350800,9682300,"7",NA,NA,0,0,NA,0,NA,"yes",1,16.67,NA,15.79,NA,NA,0,0,NA,0,NA,292,0.75,12.5,7.9,28430,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,144512,0.75,NA,NA,NA,0,NA,NA,54.17,52.65,NA,NA,NA,"Y",NA,"","LU_DETAIL =  Office Building",0,15.79,0,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,52.65,NA
"5247802595","PL",NA,NA,"524780","2595",11,"Apartment","C",2240,"2","53","MAYNARDS D S PLAT","ARDA LLC",NA,NA,"Multi-Family","705  S WELLER ST","ASSOC LAND FOR MINOR 2570",2240,2240,0,"Multi-Family","Apartment","IDM 75/85-150","IDM","PRIVATE",0,0,150,"DEVELOPED",0,7,7,15680,16,0,302400,302400,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,11,0,0,0,23143,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,8.33,7.9,NA,NA,NA,NA,NA,"","BLDG_SF =  0",0,0,0,0,7.9,0,NA,NA,NA,NA,NA,NA,NA,7.9,NA
"5247802650","PL",NA,NA,"524780","2650",309,"Vacant(Commercial)","C",2052,"7","53","MAYNARDS D S PLAT","C & H FMLY LTD PRNTRSHP III",NA,NA,"Vacant","8TH AVE S","EAST - WEST BANK PARKING",2086,2086,0,"Commercial/Mixed-Use","Parking(Assoc)","IDM 75/85-150","IDM","PRIVATE",0,0,150,"REDEV",0,7,7,14602,15,0,277000,277000,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,10,0,0,0,22764,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,25,28.96,NA,NA,NA,NA,NA,"","LU_DETAIL =  Parking(Assoc); BLDG_SF =  0",0,0,0,0,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,28.96,NA
"5247801835","PL",NA,NA,"524780","1835",246,"Industrial(Lignt)","C",9600,"2-3","39","MAYNARDS D S PLAT","IMPERIAL RICHFIELD CO INC","612","612          6TH                       AVE  S  98104","Industrial","612   6TH AVE S","THE COPY COMPANY (TCC)",9599,9599,9600,"Industrial","Industrial(Lignt)","IDM 75/85-150","IDM","PRIVATE",0,1975,150,"REDEV",1,7,7,67193,67,1000,1296000,1297000,"7","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,48,1,16.67,10.53,23163,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,99769,1,NA,NA,1,1,NA,NA,25,18.43,NA,NA,60,NA,NA,"","LU_DETAIL =  Industrial(Lignt)",0,0,0,10.53,7.9,0,NA,NA,NA,NA,NA,NA,NA,18.43,NA
"5247802590","PL",NA,NA,"524780","2590",6,"Single Family(C/I Zone)","R",2240,"2","53","MAYNARDS D S PLAT","HUIE RICHARD","610","610          7TH                       AVE  S  98104","Single Family","610   7TH AVE S","SFR HOUSE ON COMMERCIAL VACANT LAND",2141,2141,1810,"Single Family","Single Family(C/I Zone)","IDM 75/85-150","IDM","PRIVATE",1,1995,150,"DEVELOPED",0.8,7,7,14987,15,208000,127000,335000,"7","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,11,0,0,0,26823,0.5,8.33,7.9,NA,0,0,0,NA,0,NA,NA,"N",0,NA,NA,167500,0.5,NA,NA,1,1,NA,NA,8.33,7.9,NA,NA,60,NA,NA,"","LU_DETAIL =  Single Family(C/I Zone)",0,0,0,0,7.9,0,NA,NA,NA,NA,NA,NA,NA,7.9,NA
"5247801855","PL",NA,NA,"524780","1855",180,"Parking(Commercial Lot)","C",14400,"5-6","39","MAYNARDS D S PLAT","LIU KWOK-LEUNG",NA,NA,"Parking",NA,"PARKING LOT",14397,14397,0,"Commercial/Mixed-Use","Parking(Commercial Lot)","IDM 75/85-150","IDM","PRIVATE",0,0,150,"REDEV",0,7,7,100779,101,0,1944000,1944000,"7","Y",NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,72,0.75,12.5,7.9,23148,0.5,8.33,7.9,"TRUE",1,16.67,21.06,NA,0,NA,NA,"N",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,37.5,36.86,NA,NA,60,NA,NA,"","LU_DETAIL =  Parking(Commercial Lot); BLDG_SF =  0",0,0,0,7.9,7.9,21.06,NA,NA,NA,NA,NA,NA,NA,36.86,NA
"5247802410","PL",NA,NA,"524780","2410",183,"Restaurant/Lounge","C",7200,"3","50","MAYNARDS D S PLAT","LIU KWOK-LEUNG","614","614          MAYNARD                   AVE  S  98104","Retail/Service","614   MAYNARD AVE S","BUSH GARDEN-RESTAURANT& LOUNGE",7198,7198,21600,"Commercial/Mixed-Use","Restaurant/Lounge","IDM 75/85-150","IDM","PRIVATE",0,1975,150,"DEVELOPED",3,7,7,50386,50,2219800,972000,3191800,"7",NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,NA,36,1,16.67,10.53,76016,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,167989,0.5,NA,NA,0.6,0.75,NA,NA,16.67,10.53,NA,NA,NA,NA,NA,"","LU_DETAIL =  Restaurant/Lounge",0,0,0,10.53,0,0,NA,NA,NA,NA,NA,NA,NA,10.53,NA
"0086000000","PL",NA,NA,"008600","0000",25,"Condominium(Mixed Use)","K",14400,NA,NA,"ASIA",NA,"668","668       S  LANE                      ST      98104","Mixed Use","668  S LANE ST","ASIA CONDOMIMIUN",14396,14396,55703,"Commercial/Mixed-Use","Condominium(Mixed Use)","IDM 75/85-150","IDM","PRIVATE",75,2002,150,"DEVELOPED",3.9,7,7,100772,101,15132300,1939600,17071900,"7",NA,"N",0.75,12.5,10.71,11.85,10.23,NA,0,0,0,0,0,NA,0,0,0,0,0,72,0.75,12.5,7.9,203293,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,299507,0,0,0,NA,0,0,0,25,19.75,10.71,10.23,NA,NA,NA,"","",11.85,0,0,7.9,0,0,10.23,0,0,0,0,0,0,19.75,10.23
"5247802600","PL",NA,NA,"524780","2600",3,"Duplex","R",2320,"2-3","53","MAYNARDS D S PLAT","HUIE FAMILY LLC","612","612          7TH                       AVE  S  98104","Multi-Family","612   7TH AVE S","DUPLEX",2419,2419,3240,"Multi-Family","Duplex","IDM 75/85-150","IDM","PRIVATE",2,1960,150,"DEVELOPED",1.3,7,7,16933,17,222000,127000,349000,"7","Y",NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,12,0,0,0,24733,0.5,8.33,7.9,NA,0,0,0,NA,0,0,0,"N",0,0,0,87250,1,14.29,13.63,1,1,14.29,13.63,8.33,7.9,28.58,27.26,60,NA,NA,"","",0,0,0,0,7.9,0,0,0,0,0,0,13.63,13.63,7.9,27.26
